id,province,population,x_coord,y_coord,latitude,longitude,name
56087,5,20073,141210.631666667,126600.108333333,50.4459963633333,4.24802074666667,MORLANWELZ
56088,5,4876,138148.677307692,94319.2996153846,50.1690872615385,4.19138152692308,SIVRY
57003,5,8017,85777.4275,139273.818333333,50.5617916583333,3.4631156,ANTOING
57018,5,5688,84643.1342105263,155511.772631579,50.6591156526316,3.60956528421053,CELLES
57027,5,10385,73469.2333333333,153424.772857143,50.6867943571429,3.28800657619048,ESTAIMPUIS
57062,5,5545,78367.9965384615,153106.416153846,50.6878045076923,3.35430918461538,PECQ
57064,5,18258,92945.8049074074,135308.983611111,50.5243273703704,3.56349938148148,PERUWELZ
57072,5,5526,75609.5026666667,137396.278,50.5453235466667,3.31958558,RUMES
57081,5,73078,81256.2759302326,145265.59880814,50.6122585267442,3.40074476162791,TOURNAI
57093,5,7793,81578.49,135325.468225806,50.524837016129,3.40357061935484,BRUNEHAUT-BLEHARIES
57094,5,14139,97446.8647959184,143168.103061224,50.5976664163265,3.62891106122449,LEUZE-EN-HAINAUT
57095,5,3570,88846.1586666667,159637.35,50.7420489466667,3.50720999333333,MONT-DE-L'ENCLUS-AMOUGIES
61003,6,14157,216491.843125,138034.025104167,50.5485003375,5.3046336125,AMAY
